gene_symbol	identifier	clan	prd_score	netto_dup	orthologs_cnt	human_dup	human_frac	human_protein_cnt
BNIP2	ENSGT00420000029688_ENSG00000140299	motif	-0.229438982071	0	14	0	0	1
EFR3A	ENSGT00390000002143_ENSG00000132294	motif	-0.247088134538	0	13	0	0	1
THOC5	ENSGT00390000013777_ENSG00000100296	motif	-0.229438982071	0	14	0	0	1
KLHL31	ENSGT00760000118825_ENSG00000124743_Kelch_1	Beta_propeller	-0.214143049933	0	15	0	0	1
MACC1	ENSGT00390000013151_ENSG00000183742	motif	0.270561017929	7	14	0	0	1
PLOD1	ENSGT00550000074427_ENSG00000083444	motif	-0.214143049933	0	15	0	0	1
NLN	ENSGT00550000074738_ENSG00000123213	motif	0.44521955777	9	13	0	0	1
QSER1	ENSGT00440000037417_ENSG00000060749	motif	0.341989589358	8	14	0	0	1
MYBBP1A	ENSGT00390000017457_ENSG00000132382	motif	-0.201104158999	1	11	0	0	1
AL132671.2	ENSGT00550000074581_ENSG00000282218	motif	0.252523616734	7	15	0	0	2
THOP1	ENSGT00550000074738_ENSG00000172009	motif	-0.0141430499325	3	15	0	0	1
ARNT	ENSGT00760000118788_ENSG00000143437	motif	-0.229438982071	0	14	0	0	1
FRYL	ENSGT00610000086058_ENSG00000075539_MOR2-PAG1_mid	MOR2-PAG1_mid	-0.214143049933	0	15	0	0	1
CLSPN	ENSGT00390000012738_ENSG00000092853	motif	-0.247088134538	0	13	0	0	1
LPIN2	ENSGT00390000011286_ENSG00000101577	motif	-0.200759109312	0	16	0	0	1
RMC1	ENSGT00390000009127_ENSG00000141452	motif	0.199132446501	6	14	0	0	1
NOX4	ENSGT00550000074350_ENSG00000086991	motif	-0.229438982071	0	14	0	0	1
SRF	ENSGT00400000022158_ENSG00000112658	motif	-0.147476383266	1	15	0	0	1
SH3BP2	ENSGT00390000002216_ENSG00000087266	motif	-0.214143049933	0	15	0	0	1
LMO1	ENSGT00760000118921_ENSG00000166407	motif	-0.110763646517	0	29	0	0	2
DMRT2	ENSGT00550000074486_ENSG00000173253	motif	-0.0865818392134	2	14	0	0	1
LLGL2	ENSGT00390000000018_ENSG00000073350	motif	-0.229438982071	0	14	0	0	1
KLF18	ENSGT00760000118998_ENSG00000283039_zf-C2H2	C2H2-zf	-0.0424291497976	3	5	0	0	2
MARK3	ENSGT00900000140806_ENSG00000075413	motif	-0.0505060728745	2	24	0	0	2
KIFC3	ENSGT00920000149025_ENSG00000140859	motif	-0.0932419806914	2	13	0	0	1
UBE2Q2	ENSGT00390000018573_ENSG00000140367	motif	-0.18894974994	0	17	0	0	1
FAIM2	ENSGT00500000044791_ENSG00000135472	motif	-0.24579397211	1	9	0	0	1
ABHD16B	ENSGT00390000017119_ENSG00000183260	motif	-0.214143049933	0	15	0	0	2
FOCAD	ENSGT00390000004438_ENSG00000188352	motif	-0.214143049933	0	15	0	0	1
ABCG8	ENSGT00920000149166_ENSG00000143921	motif	-0.229438982071	0	14	0	0	1
LMO3	ENSGT00760000118921_ENSG00000048540	motif	0.368296480847	8	13	0	0	1
TOP2B	ENSGT00390000016222_ENSG00000077097	motif	-0.0151532677848	3	14	0	0	1
PDILT	ENSGT00860000133691_ENSG00000169340_Thioredoxin_6	Thioredoxin	-0.170165057614	1	13	0	0	1
SYNJ2	ENSGT00760000119075_ENSG00000078269	motif	0.420872694557	7	9	0	0	1
FGF12	ENSGT00760000118859_ENSG00000114279	motif	-0.18894974994	0	17	0	0	1
NYAP1	ENSGT00890000139453_ENSG00000166924	motif	-0.221214574899	1	10	0	0	1
KCNH4	ENSGT00900000140833_ENSG00000089558	motif	-0.17845254161	0	18	0	0	1
WASF1	ENSGT00730000110593_ENSG00000112290	motif	0.127703875072	5	14	0	0	1
ZC3H7A	ENSGT00390000018542_ENSG00000122299	motif	-0.214143049933	0	15	0	0	1
IFT52	ENSGT00390000011581_ENSG00000101052	motif	-0.214143049933	0	15	0	0	1
CHRNB2	ENSGT00760000118930_ENSG00000160716	motif	-0.170165057614	1	13	0	0	1
CAMK2A	ENSGT00760000118944_ENSG00000070808	motif	-0.229438982071	0	14	0	0	1
WDR41	ENSGT00390000017026_ENSG00000164253_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
WDFY1	ENSGT00670000098022_ENSG00000085449_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
CHRNB3	ENSGT00760000118930_ENSG00000147432	motif	-0.130126220529	1	17	0	0	1
PRPF38B	ENSGT00730000111145_ENSG00000134186	motif	0.199132446501	6	14	0	0	1
RASD2	ENSGT00860000133678_ENSG00000100302	motif	-0.00815945188415	3	26	0	0	2
PLEKHA3	ENSGT00650000093230_ENSG00000116095	motif	0.185856950067	6	15	0	0	1
AIP	ENSGT00390000001289_ENSG00000110711	motif	-0.247088134538	0	13	0	0	1
TMEM135	ENSGT00390000000303_ENSG00000166575	motif	-0.214143049933	0	15	0	0	1
BORA	ENSGT00390000013790_ENSG00000136122	motif	-0.229438982071	0	14	0	0	1
NDUFV3	ENSGT00390000012196_ENSG00000160194	motif	-0.121214574899	2	10	0	0	1
XPNPEP1	ENSGT00390000013970_ENSG00000108039	motif	-0.247088134538	0	13	0	0	1
FGD3	ENSGT00920000148981_ENSG00000127084	motif	-0.247088134538	0	13	0	0	1
FHL5	ENSGT00760000118910_ENSG00000112214_LIM	Zn_Beta_Ribbon	-0.247088134538	0	13	0	0	1
GRIA1	ENSGT00910000143978_ENSG00000155511	motif	-0.200759109312	0	16	0	0	1
TRAF3IP1	ENSGT00720000108822_ENSG00000204104	motif	-0.229438982071	0	14	0	0	1
SASS6	ENSGT00390000006932_ENSG00000156876	motif	-0.229438982071	0	14	0	0	1
EXOSC3	ENSGT00390000012042_ENSG00000107371	motif	-0.147476383266	1	15	0	0	1
SCP2	ENSGT00530000062928_ENSG00000116171	motif	0.0492408906883	4	16	0	0	1
DDX19A	ENSGT00530000063236_ENSG00000168872	motif	-0.15295932138	0	21	0	0	3
POU4F3	ENSGT00760000118935_ENSG00000091010	motif	-0.110607287449	1	20	0	0	1
EPHA4	ENSGT00760000118975_ENSG00000116106	motif	-0.0865818392134	2	14	0	0	1
SYT4	ENSGT00760000118973_ENSG00000132872	motif	-0.229438982071	0	14	0	0	1
WT1	ENSGT00550000074455_ENSG00000184937_zf-C2H2	C2H2-zf	-0.122896986055	1	18	0	0	1
GOLIM4	ENSGT00390000004096_ENSG00000173905	motif	-0.200759109312	0	16	0	0	1
RAPGEF2	ENSGT00880000137870_ENSG00000109756	motif	-0.0151532677848	3	14	0	0	1
GNMT	ENSGT00390000006845_ENSG00000124713	motif	-0.214143049933	0	15	0	0	1
CLCN3	ENSGT00760000119109_ENSG00000109572	motif	-0.158010410642	1	14	0	0	1
PANK2	ENSGT00390000020719_ENSG00000125779	motif	0.0787854251012	4	10	0	0	1
RAD18	ENSGT00390000011230_ENSG00000070950	motif	-0.229438982071	0	14	0	0	1
NLGN1	ENSGT00760000118946_ENSG00000169760	motif	-0.0163189037683	3	13	0	0	1
H6PD	ENSGT00530000063435_ENSG00000049239	motif	-0.214143049933	0	15	0	0	1
GCC2	ENSGT00730000111134_ENSG00000135968	motif	-0.0808097165992	2	15	0	0	1
PLEKHM2	ENSGT00390000015175_ENSG00000116786	motif	-0.147476383266	1	15	0	0	1
MYCBP2	ENSGT00920000149071_ENSG00000005810_RCC1	Beta_propeller	-0.229438982071	0	14	0	0	1
DTHD1	ENSGT00390000004546_ENSG00000197057	motif	-0.267678812416	0	12	0	0	1
OFD1	ENSGT00390000001798_ENSG00000046651	motif	-0.170165057614	1	13	0	0	1
PMEPA1	ENSGT00390000000724_ENSG00000124225	motif	-0.18894974994	0	17	0	0	2
DNTTIP1	ENSGT00510000047836_ENSG00000101457	motif	-0.247088134538	0	13	0	0	1
NDUFS2	ENSGT00390000009529_ENSG00000158864	motif	-0.267678812416	0	12	0	0	1
AC027796.3	ENSGT00390000010693_ENSG00000262304	motif	-0.184345479082	1	12	0	0	2
DAXX	ENSGT00390000009448_ENSG00000204209	motif	0.0875393612236	4	9	0	0	1
CCPG1	ENSGT00530000063862_ENSG00000260916	motif	-0.160607287449	0	20	0	0	2
LDB1	ENSGT00390000005639_ENSG00000198728	motif	-0.200759109312	0	16	0	0	1
KCNMA1	ENSGT00530000063026_ENSG00000156113	motif	-0.200759109312	0	16	0	0	1
ZNF786	ENSGT00920000149135_ENSG00000197362_zf-H2C2_2	C2H2-zf	11.4326585695	209	18	0	0	2
CTPS2	ENSGT00910000144179_ENSG00000047230	motif	-0.118968361074	0	27	0	0	2
CPNE8	ENSGT00760000119085_ENSG00000139117	motif	-0.0132591093117	3	16	0	0	1
PKLR	ENSGT00390000008859_ENSG00000143627	motif	-0.356905083221	0	9	0	0	1
E2F7	ENSGT00530000063616_ENSG00000165891	motif	-0.229438982071	0	14	0	0	1
LHX2	ENSGT00760000118921_ENSG00000106689	motif	-0.079005205321	1	28	0	0	2
FBXO33	ENSGT00390000017718_ENSG00000165355	motif	-0.0865818392134	2	14	0	0	1
CHORDC1	ENSGT00390000005180_ENSG00000110172	motif	-0.18894974994	0	17	0	0	1
ANKH	ENSGT00390000012189_ENSG00000154122	motif	-0.147476383266	1	15	0	0	1
HCN2	ENSGT00900000140801_ENSG00000099822	motif	-0.00815945188415	3	26	0	0	2
EYA3	ENSGT00390000008860_ENSG00000158161	motif	-0.0865818392134	2	14	0	0	1
THSD7A	ENSGT00890000139427_ENSG00000005108_TSP_1	TSP_1	-0.18894974994	0	17	0	0	1
PLEKHG1	ENSGT00920000148975_ENSG00000120278	motif	-0.247088134538	0	13	0	0	1
DOCK5	ENSGT00610000085806_ENSG00000147459	motif	-0.214143049933	0	15	0	0	1
PPP1R9B	ENSGT00390000010033_ENSG00000108819	motif	-0.0124791617052	3	17	0	0	1
BTK	ENSGT00760000119011_ENSG00000010671	motif	-0.0865818392134	2	14	0	0	1
DPYSL2	ENSGT00760000119241_ENSG00000092964	motif	-0.160607287449	0	20	0	0	1
ADGRG2	ENSGT00920000148984_ENSG00000173698	motif	-0.0808097165992	2	15	0	0	1
SRRT	ENSGT00390000005492_ENSG00000087087	motif	0.770561017929	14	14	0	0	1
FZD3	ENSGT00760000118864_ENSG00000104290	motif	-0.247088134538	0	13	0	0	1
GPCPD1	ENSGT00440000033970_ENSG00000125772	motif	-0.214143049933	0	15	0	0	1
STEAP3	ENSGT00390000008042_ENSG00000115107	motif	-0.247088134538	0	13	0	0	1
COL15A1	ENSGT00710000106713_ENSG00000204291_Collagen	Collagen	-0.0808097165992	2	15	0	0	1
NCOA1	ENSGT00530000063109_ENSG00000084676	motif	-0.229438982071	0	14	0	0	1
BRINP1	ENSGT00390000008571_ENSG00000078725	motif	-0.200759109312	0	16	0	0	1
NR2F2	ENSGT00760000118948_ENSG00000185551	motif	0.413418160787	9	14	0	0	1
SLC33A1	ENSGT00730000111115_ENSG00000169359	motif	-0.214143049933	0	15	0	0	2
BLK	ENSGT00760000118938_ENSG00000136573	motif	-0.247088134538	0	13	0	0	1
TBX3	ENSGT00760000118897_ENSG00000135111	motif	-0.214143049933	0	15	0	0	1
UEVLD	ENSGT00550000074541_ENSG00000151116	motif	-0.214143049933	0	15	0	0	1
SNX7	ENSGT00910000144107_ENSG00000162627	motif	-0.229438982071	0	14	0	0	1
EIF2AK3	ENSGT00530000062984_ENSG00000172071	motif	-0.229438982071	0	14	0	0	1
DSCAML1	ENSGT00910000144009_ENSG00000177103_I-set	Ig	-0.18894974994	0	17	0	0	1
ETFA	ENSGT00390000013422_ENSG00000140374	motif	-0.147476383266	1	15	0	0	1
MCM3	ENSGT00900000141082_ENSG00000112118	motif	-0.229438982071	0	14	0	0	1
MLLT6	ENSGT00740000114866_ENSG00000275023	motif	-0.247088134538	0	13	0	0	1
SEC11C	ENSGT00390000015600_ENSG00000166562	motif	-0.12848582996	0	25	0	0	2
ZMPSTE24	ENSGT00390000002053_ENSG00000084073	motif	-0.229438982071	0	14	0	0	1
TRPC1	ENSGT00760000119180_ENSG00000144935	motif	0.699132446501	13	14	0	0	1
AC008581.2	ENSGT00730000111121_ENSG00000285000	motif	-0.214143049933	0	15	0	0	2
GSX2	ENSGT00910000144005_ENSG00000180613	motif	-0.229438982071	0	14	0	0	1
NCL	ENSGT00900000141052_ENSG00000115053_RRM_1	RRM	-0.214143049933	0	15	0	0	1
RBM26	ENSGT00510000046929_ENSG00000139746	motif	-0.229438982071	0	14	0	0	1
PRKCA	ENSGT00920000148938_ENSG00000154229	motif	-0.0124791617052	3	17	0	0	1
PSMD3	ENSGT00490000043406_ENSG00000108344	motif	-0.158010410642	1	14	0	0	1
LZTS1	ENSGT00510000046769_ENSG00000061337	motif	-0.229438982071	0	14	0	0	1
SRGAP3	ENSGT00760000118863_ENSG00000196220	motif	-0.138259109312	1	16	0	0	1
NADK2	ENSGT00390000006320_ENSG00000152620	motif	0.270561017929	7	14	0	0	1
DDHD1	ENSGT00530000063155_ENSG00000100523	motif	-0.147476383266	1	15	0	0	1
ARMH3	ENSGT00390000002554_ENSG00000120029	motif	-0.0757591093117	2	16	0	0	1
EHD3	ENSGT00760000118985_ENSG00000013016	motif	-0.158010410642	1	14	0	0	1
TGFBR1	ENSGT00760000118876_ENSG00000106799	motif	-0.200759109312	0	16	0	0	1
ACAN	ENSGT00760000119025_ENSG00000157766_Xlink	C_Lectin	-0.169060302578	0	19	0	0	1
ABR	ENSGT00920000148945_ENSG00000159842	motif	0.137527250078	5	13	0	0	1
CERCAM	ENSGT00550000074427_ENSG00000167123	motif	-0.229438982071	0	14	0	0	1
SRGAP2	ENSGT00760000118863_ENSG00000266028	motif	0.0525236167341	4	15	0	0	3
RPS6	ENSGT00390000009819_ENSG00000137154	motif	0.319190283401	8	15	0	0	1
SGSM2	ENSGT00550000074386_ENSG00000141258	motif	-0.0865818392134	2	14	0	0	1
IFT74	ENSGT00390000007109_ENSG00000096872	motif	-0.247088134538	0	13	0	0	1
EVC2	ENSGT00390000014437_ENSG00000173040	motif	-0.184345479082	1	12	0	0	1
MEGF8	ENSGT00390000001118_ENSG00000105429_Kelch_4	Beta_propeller	-0.321214574899	0	10	0	0	1
HEATR9	ENSGT00390000007247_ENSG00000270379_HEAT_2	TPR	0.398264893002	6	7	0	0	1
EIF4G3	ENSGT00530000063038_ENSG00000075151	motif	-0.214143049933	0	15	0	0	1
CBLB	ENSGT00390000011617_ENSG00000114423	motif	-0.158010410642	1	14	0	0	1
RORA	ENSGT00870000136388_ENSG00000069667	motif	0.0562753036437	4	14	0	0	1
CAP1	ENSGT00390000017955_ENSG00000131236	motif	0.413418160787	9	14	0	0	1
PTPN7	ENSGT00920000148980_ENSG00000143851	motif	-0.267678812416	0	12	0	0	1
BCKDK	ENSGT00550000074574_ENSG00000103507	motif	-0.170165057614	1	13	0	0	1
DLGAP1	ENSGT00550000074473_ENSG00000170579	motif	-0.200759109312	0	16	0	0	1
GRIK5	ENSGT00910000143978_ENSG00000105737	motif	-0.0932419806914	2	13	0	0	1
SBF1	ENSGT00760000118832_ENSG00000100241	motif	-0.267678812416	0	12	0	0	1
ZNF541	ENSGT00530000063277_ENSG00000118156_zf-C2H2	C2H2-zf	-0.0265182186235	3	8	0	0	1
PHYHIPL	ENSGT00390000014563_ENSG00000165443	motif	-0.130126220529	1	17	0	0	1
UHRF1	ENSGT00390000008296_ENSG00000276043	motif	-0.0808097165992	2	15	0	0	1
RASGEF1A	ENSGT00880000137870_ENSG00000198915	motif	-0.292013249908	0	11	0	0	1
AP1M2	ENSGT00530000062779_ENSG00000129354	motif	-0.292013249908	0	11	0	0	1
SNRPA1	ENSGT00510000047131_ENSG00000131876	motif	-0.247088134538	0	13	0	0	1
SSRP1	ENSGT00560000076898_ENSG00000149136	motif	-0.0808097165992	2	15	0	0	1
DOC2A	ENSGT00810000125376_ENSG00000149927	motif	-0.201104158999	1	11	0	0	1
ZNRF3	ENSGT00760000119057_ENSG00000183579	motif	-0.170165057614	1	13	0	0	1
CT45A6	ENSGT00390000016655_ENSG00000278289	motif	-0.105340273761	1	21	0	0	2
ABHD17B	ENSGT00390000000948_ENSG00000107362	motif	0.199132446501	6	14	0	0	1
EIF2A	ENSGT00730000111053_ENSG00000144895_eIF2A	Beta_propeller	-0.18894974994	0	17	0	0	1
ALK	ENSGT00760000118818_ENSG00000171094	motif	-0.267678812416	0	12	0	0	1
TEKT3	ENSGT00390000016344_ENSG00000125409	motif	0.585856950067	12	15	0	0	1
FTCDNL1	ENSGT00390000005581_ENSG00000226124	motif	-0.401518218623	0	8	0	0	1
TRIP12	ENSGT00530000063470_ENSG00000153827	motif	-0.0151532677848	3	14	0	0	1
DDX27	ENSGT00550000074997_ENSG00000124228	motif	-0.247088134538	0	13	0	0	1
LLGL1	ENSGT00390000000018_ENSG00000131899	motif	0.0562753036437	4	14	0	0	1
LTK	ENSGT00760000118818_ENSG00000062524	motif	0.137527250078	5	13	0	0	1
DCAF4L1	ENSGT00390000009546_ENSG00000182308	motif	-0.17845254161	0	18	0	0	3
ZBTB5	ENSGT00920000148950_ENSG00000168795	motif	0.291373403924	7	13	0	0	1
FAM126B	ENSGT00390000011295_ENSG00000155744	motif	-0.170165057614	1	13	0	0	1
PTBP3	ENSGT00550000074508_ENSG00000119314_RRM_5	RRM	-0.0141430499325	3	15	0	0	1
KIF3A	ENSGT00910000143992_ENSG00000131437	motif	-0.229438982071	0	14	0	0	1
ARHGAP21	ENSGT00920000148945_ENSG00000107863	motif	-0.18894974994	0	17	0	0	1
CHD6	ENSGT00760000119067_ENSG00000124177	motif	0.127703875072	5	14	0	0	1
ATG4B	ENSGT00530000063000_ENSG00000168397	motif	-0.0865818392134	2	14	0	0	1
SEC23A	ENSGT00390000006916_ENSG00000100934	motif	0.199132446501	6	14	0	0	1
HIP1R	ENSGT00550000074542_ENSG00000130787	motif	-0.214143049933	0	15	0	0	1
ABCB6	ENSGT00440000033373_ENSG00000115657	motif	-0.214143049933	0	15	0	0	1
ADGRL3	ENSGT00900000140800_ENSG00000150471	motif	0.119190283401	5	15	0	0	1
PRKAA1	ENSGT00900000140868_ENSG00000132356	motif	-0.229438982071	0	14	0	0	1
CAPRIN1	ENSGT00760000119052_ENSG00000135387	motif	-0.0757591093117	2	16	0	0	1
AK5	ENSGT00390000016215_ENSG00000154027_AAA_18	P-loop_NTPase	-0.214143049933	0	15	0	0	1
PTPRG	ENSGT00760000118900_ENSG00000144724	motif	-0.130126220529	1	17	0	0	1
YTHDC2	ENSGT00760000119189_ENSG00000047188	motif	0.319190283401	8	15	0	0	1
CCDC18	ENSGT00710000106794_ENSG00000122483	motif	-0.200759109312	0	16	0	0	1
BMX	ENSGT00760000119011_ENSG00000102010	motif	0.0787854251012	4	10	0	0	1
EFNB2	ENSGT00390000005839_ENSG00000125266	motif	0.16399142653	6	17	0	0	1
SEC14L1	ENSGT00550000074580_ENSG00000129657	motif	-0.122896986055	1	18	0	0	1
UBQLN4	ENSGT00390000005720_ENSG00000160803	motif	-0.267678812416	0	12	0	0	1
SRC	ENSGT00760000118938_ENSG00000197122	motif	-0.138259109312	1	16	0	0	1
DEF6	ENSGT00390000005512_ENSG00000023892	motif	-0.229438982071	0	14	0	0	1
CYB5R3	ENSGT00390000008881_ENSG00000100243	motif	-0.158010410642	1	14	0	0	1
NF2	ENSGT00920000148976_ENSG00000186575	motif	-0.0865818392134	2	14	0	0	1
CLIC4	ENSGT00550000074477_ENSG00000169504	motif	-0.229438982071	0	14	0	0	1
XPO7	ENSGT00730000110927_ENSG00000130227	motif	-0.0865818392134	2	14	0	0	1
SNX29	ENSGT00730000110975_ENSG00000048471	motif	-0.247088134538	0	13	0	0	1
AKTIP	ENSGT00390000010125_ENSG00000166971	motif	-0.158010410642	1	14	0	0	1
CNNM1	ENSGT00390000002383_ENSG00000119946	motif	-0.138259109312	1	16	0	0	1
WWC2	ENSGT00410000025556_ENSG00000151718	motif	-0.321214574899	0	10	0	0	1
SNRNP35	ENSGT00530000063750_ENSG00000184209	motif	0.484846732215	10	14	0	0	1
EBF1	ENSGT00390000014051_ENSG00000164330	motif	-0.0673414304993	2	18	0	0	1
RGS12	ENSGT00760000119142_ENSG00000159788	motif	-0.18894974994	0	17	0	0	1
TRPC3	ENSGT00760000119180_ENSG00000138741_Ank_5	Ank	0.482321187584	9	12	0	0	1
PPP1R21	ENSGT00390000006820_ENSG00000162869	motif	0.752911865462	13	13	0	0	1
PLPPR4	ENSGT00620000087654_ENSG00000117600	motif	-0.18894974994	0	17	0	0	1
EPC2	ENSGT00390000013262_ENSG00000135999	motif	0.214450327001	6	13	0	0	1
USP24	ENSGT00760000119158_ENSG00000162402	motif	-0.292013249908	0	11	0	0	1
IQSEC2	ENSGT00760000119036_ENSG00000124313	motif	-0.0163189037683	3	13	0	0	1
FHAD1	ENSGT00520000056487_ENSG00000142621	motif	0.0606041731548	4	13	0	0	1
EIF2S3	ENSGT00550000074801_ENSG00000130741	motif	0.0492408906883	4	16	0	0	2
AHCYL1	ENSGT00390000003626_ENSG00000168710	motif	-0.200759109312	0	16	0	0	1
CSF2RB	ENSGT00510000048963_ENSG00000100368	motif	-0.214143049933	0	15	0	0	1
GOLGA8Q	ENSGT00530000062932_ENSG00000178115_GOLGA2L5	GOLGA2L5	-0.0973377499693	0	33	0	0	19
PITPNM1	ENSGT00760000119216_ENSG00000110697	motif	-0.160607287449	0	20	0	0	2
FZD2	ENSGT00760000118864_ENSG00000180340	motif	-0.267678812416	0	12	0	0	1
PPIL2	ENSGT00760000119072_ENSG00000100023	motif	-0.267678812416	0	12	0	0	1
GSE1	ENSGT00700000104539_ENSG00000131149	motif	-0.214143049933	0	15	0	0	1
SORCS2	ENSGT00510000046443_ENSG00000184985	motif	-0.184345479082	1	12	0	0	1
GOSR1	ENSGT00390000008688_ENSG00000108587	motif	0.413418160787	9	14	0	0	1
ACAD10	ENSGT00910000144198_ENSG00000111271	motif	-0.292013249908	0	11	0	0	1
RBPJ	ENSGT00390000005197_ENSG00000168214	motif	-0.214143049933	0	15	0	0	1
ABCG5	ENSGT00740000114855_ENSG00000138075	motif	-0.229438982071	0	14	0	0	1
TTC34	ENSGT00390000003047_ENSG00000215912_TPR_2	TPR	-0.214143049933	0	15	0	0	1
ZNRD1	ENSGT00390000008126_ENSG00000066379	motif	-0.221214574899	1	10	0	0	1
NUP214	ENSGT00730000111045_ENSG00000126883	motif	-0.0808097165992	2	15	0	0	1
UBXN7	ENSGT00390000018687_ENSG00000163960	motif	-0.0808097165992	2	15	0	0	1
CFAP58	ENSGT00530000063534_ENSG00000120051	motif	0.484846732215	10	14	0	0	1
GPBP1	ENSGT00420000029753_ENSG00000062194	motif	-0.214143049933	0	15	0	0	1
VPS33B	ENSGT00530000063488_ENSG00000184056	motif	-0.267678812416	0	12	0	0	2
OSBPL9	ENSGT00550000074515_ENSG00000117859	motif	-0.247088134538	0	13	0	0	1
STX16	ENSGT00880000138049_ENSG00000124222	motif	0.319190283401	8	15	0	0	2
BTBD3	ENSGT00550000074511_ENSG00000132640	motif	-0.0808097165992	2	15	0	0	1
RYK	ENSGT00810000125384_ENSG00000163785	motif	-0.229438982071	0	14	0	0	1
PROS1	ENSGT00530000063339_ENSG00000184500_EGF_CA	EGF	-0.229438982071	0	14	0	0	1
TUBGCP3	ENSGT00850000132278_ENSG00000126216	motif	0.252523616734	7	15	0	0	1
TADA2B	ENSGT00530000063657_ENSG00000173011	motif	-0.158010410642	1	14	0	0	1
B4GALT7	ENSGT00760000119140_ENSG00000027847	motif	-0.229438982071	0	14	0	0	1
CLASRP	ENSGT00730000111260_ENSG00000104859	motif	-0.0176788124157	3	12	0	0	1
WARS	ENSGT00390000000666_ENSG00000140105	motif	0.119190283401	5	15	0	0	1
SKOR1	ENSGT00530000063040_ENSG00000188779	motif	-0.138259109312	1	16	0	0	1
ARHGAP39	ENSGT00390000003161_ENSG00000147799	motif	-0.0527019890864	2	23	0	0	1
SKI	ENSGT00530000063040_ENSG00000157933	motif	-0.200759109312	0	16	0	0	1
CETN3	ENSGT00670000097718_ENSG00000153140_EF-hand_1	EF_hand	-0.0865818392134	2	14	0	0	1
KLHL20	ENSGT00760000118931_ENSG00000076321_Kelch_1	Beta_propeller	0.270561017929	7	14	0	0	1
LHPP	ENSGT00510000046678_ENSG00000107902	motif	-0.247088134538	0	13	0	0	1
PSD4	ENSGT00920000149004_ENSG00000125637	motif	-0.221214574899	1	10	0	0	1
SCRN3	ENSGT00390000013474_ENSG00000144306	motif	-0.229438982071	0	14	0	0	1
RPS6KA6	ENSGT00920000148962_ENSG00000072133	motif	-0.147476383266	1	15	0	0	1
MAP9	ENSGT00730000111184_ENSG00000164114	motif	-0.0865818392134	2	14	0	0	1
BPGM	ENSGT00390000016700_ENSG00000172331	motif	-0.229438982071	0	14	0	0	1
LRRC75A	ENSGT00390000004841_ENSG00000181350	motif	-0.229438982071	0	14	0	0	1
ADNP	ENSGT00530000063631_ENSG00000101126	motif	-0.0713026911169	2	17	0	0	1
RGPD2	ENSGT00760000119119_ENSG00000185304_Ran_BP1	PH	0.0375168690958	4	21	0	0	8
SLC8A1	ENSGT00730000110414_ENSG00000183023	motif	-0.160607287449	0	20	0	0	1
YIPF3	ENSGT00510000047963_ENSG00000137207	motif	-0.0932419806914	2	13	0	0	1
EIF2B3	ENSGT00510000047486_ENSG00000070785	motif	-0.214143049933	0	15	0	0	1
GRIPAP1	ENSGT00720000108868_ENSG00000068400	motif	1.29137340392	20	13	0	0	1
DDX49	ENSGT00730000111231_ENSG00000105671	motif	-0.229438982071	0	14	0	0	1
PLPPR1	ENSGT00620000087654_ENSG00000148123	motif	-0.158010410642	1	14	0	0	1
RBFOX2	ENSGT00390000013767_ENSG00000100320	motif	-0.0141430499325	3	15	0	0	1
STOX2	ENSGT00520000055589_ENSG00000173320	motif	-0.138259109312	1	16	0	0	1
NBAS	ENSGT00390000012474_ENSG00000151779	motif	-0.214143049933	0	15	0	0	1
TOP2A	ENSGT00390000016222_ENSG00000131747	motif	-0.229438982071	0	14	0	0	1
PHACTR1	ENSGT00390000004420_ENSG00000112137_RPEL	RPEL	-0.18894974994	0	17	0	0	1
SRSF2	ENSGT00700000104403_ENSG00000161547	motif	-0.170165057614	1	13	0	0	2
FBXO47	ENSGT00390000014175_ENSG00000204952	motif	-0.247088134538	0	13	0	0	1
FMR1	ENSGT00390000017033_ENSG00000102081	motif	-0.158010410642	1	14	0	0	1
MPPED2	ENSGT00390000007681_ENSG00000066382	motif	-0.0141430499325	3	15	0	0	1
PCNX2	ENSGT00390000013164_ENSG00000135749	motif	-0.158010410642	1	14	0	0	1
COL4A3BP	ENSGT00650000093230_ENSG00000113163	motif	0.199132446501	6	14	0	0	1
MLH3	ENSGT00800000124176_ENSG00000119684	motif	-0.214143049933	0	15	0	0	1
FAXC	ENSGT00390000000753_ENSG00000146267	motif	-0.18894974994	0	17	0	0	1
SORBS1	ENSGT00760000119190_ENSG00000095637_SH3_9	SH3	-0.229438982071	0	14	0	0	1
PYROXD1	ENSGT00390000014894_ENSG00000121350	motif	-0.229438982071	0	14	0	0	1
CHSY1	ENSGT00760000119143_ENSG00000131873	motif	-0.184345479082	1	12	0	0	1
RNMT	ENSGT00390000002368_ENSG00000101654	motif	0.223481781377	5	8	0	0	1
FBXO30	ENSGT00410000025582_ENSG00000118496	motif	-0.0865818392134	2	14	0	0	1
CDIP1	ENSGT00540000071542_ENSG00000089486	motif	0.137527250078	5	13	0	0	1
CCDC125	ENSGT00440000039958_ENSG00000183323	motif	-0.229438982071	0	14	0	0	1
HP	ENSGT00760000118890_ENSG00000257017	motif	-0.242429149798	2	5	0	0	2
GRHL1	ENSGT00760000119235_ENSG00000134317	motif	-0.158010410642	1	14	0	0	1
