ensembl_gene_id	genetree_id	gene_symbol	prd_score	identifier	netto_dup	loss	orthologs_cnt	clan	unit_cv	selectome	schaper_pos	mis_z	pLI	gt_dup	gt_root	segdup
ENSG00000170242	ENSGT00760000119158	USP47	-0.1636700006	ENSGT00760000119158_ENSG00000170242_Ubiquitin_2	0	10	14	Ubiquitin	0	False		2.006137492	0.9999998752	1	t117571	False
ENSG00000163798	ENSGT00730000110659	SLC4A1AP	-0.1636700006	ENSGT00730000110659_ENSG00000163798	0	24	14	motif	0.0876536427	False		0.8796148981	7.74e-07	0	t117571	False
ENSG00000104427	ENSGT00390000003459	ZC2HC1A	-0.1636700006	ENSGT00390000003459_ENSG00000104427	0	14	14	motif	0.246105039	False		-0.4413040545	0.8114330323	0	t117571	False
ENSG00000065923	ENSGT00760000119074	SLC9A7	-0.1636700006	ENSGT00760000119074_ENSG00000065923	0	11	14	motif	0.3506714348	False		2.4117240038	0.953699987	1	t117571	True
ENSG00000128052	ENSGT00760000118923	KDR	-0.1636700006	ENSGT00760000118923_ENSG00000128052_Ig_3	0	21	14	Ig	0.0385737875	False		0.3035393913	0.9844881118	0	t117571	False
ENSG00000152763	ENSGT00730000110228	WDR78	-0.1636700006	ENSGT00730000110228_ENSG00000152763_WD40	0	19	14	Beta_propeller	0	True	True	-0.6644653011	7.87925768321e-11	0	t117571	False
ENSG00000005483	ENSGT00520000055602	KMT2E	-0.1636700006	ENSGT00520000055602_ENSG00000005483	0	11	14	motif	0.2311090864	False		0.0784329395	0.9999999947	0	t117571	False
ENSG00000133835	ENSGT00530000062928	HSD17B4	-0.1636700006	ENSGT00530000062928_ENSG00000133835	0	10	14	motif	0	False		-1.1842707335	1.8246322693e-05	1	t117571	False
ENSG00000089737	ENSGT00550000074847	DDX24	-0.1636700006	ENSGT00550000074847_ENSG00000089737_Helicase_C	0	68	14	P-loop_NTPase	0.1765007516	False		-0.5375546225	0.221392665	1	t117571	False
ENSG00000143476	ENSGT00530000064210	DTL	-0.1636700006	ENSGT00530000064210_ENSG00000143476_WD40	0	9	14	Beta_propeller	0	False	False	1.1103270295	0.0070133817	0	t117571	False
ENSG00000066739	ENSGT00620000087966	ATG2B	-0.1636700006	ENSGT00620000087966_ENSG00000066739	0	5	14	motif	0.2044950747	True		0.0813537611	8.12742750734e-05	0	t117571	False
ENSG00000173227	ENSGT00920000148994	SYT12	-0.1636700006	ENSGT00920000148994_ENSG00000173227	0	2	14	motif	0.1870828693	False	False	-0.0194792528	1.02517315716e-05	0	t117571	False
ENSG00000197530	ENSGT00920000148972	MIB2	-0.1636700006	ENSGT00920000148972_ENSG00000197530_Ank_2	0	50	14	Ank	0.327183047	False	False	1.4708612799	0.0001585433	1	t7742	False
ENSG00000215203	ENSGT00530000063827	GRXCR1	-0.1636700006	ENSGT00530000063827_ENSG00000215203	0	12	14	motif	0.1385799032	False		-1.1871432252	1.27110683991e-07	2	t117571	False
ENSG00000074695	ENSGT00530000062977	LMAN1	-0.1636700006	ENSGT00530000062977_ENSG00000074695	0	11	14	motif	0.0870152881	True		0.2743973676	0.4860698389	0	t117571	False
ENSG00000137547	ENSGT00390000009040	MRPL15	-0.1636700006	ENSGT00390000009040_ENSG00000137547	0	1	14	motif	0.0912599363	False		0.5226952576	1.33578833014e-05	0	t117571	False
ENSG00000160207	ENSGT00390000008490	HSF2BP	-0.1636700006	ENSGT00390000008490_ENSG00000160207	0	2	14	motif	0.1870828693	True		-0.7922378468	6.36503657204e-10	0	t117571	False
ENSG00000172795	ENSGT00390000018878	DCP2	-0.1636700006	ENSGT00390000018878_ENSG00000172795	0	9	14	motif	0	False		0.5597008205	0.8563066449	0	t117571	False
ENSG00000069248	ENSGT00390000011529	NUP133	-0.1636700006	ENSGT00390000011529_ENSG00000069248	0	8	14	motif	0.2311090864	True		-0.1381384001	0.0662324196	0	t117571	False
ENSG00000113761	ENSGT00510000046606	ZNF346	-0.1636700006	ENSGT00510000046606_ENSG00000113761_zf-met	0	0	14	C2H2-zf	0	False		1.5124509187	0.7825256846	0	t117571	False
ENSG00000117477	ENSGT00390000018244	CCDC181	-0.1636700006	ENSGT00390000018244_ENSG00000117477	0	3	14	motif	0.1324758754	False		-0.4399558583	3.80247233404e-07	0	t117571	True
ENSG00000165475	ENSGT00390000007182	CRYL1	-0.1636700006	ENSGT00390000007182_ENSG00000165475	0	9	14	motif	0	False		0.1582664141	1.86752538837e-05	1	t117571	False
ENSG00000104142	ENSGT00390000015233	VPS18	-0.1636700006	ENSGT00390000015233_ENSG00000104142	0	0	14	motif	0	False		2.0053043312	0.9392430172	0	t117571	False
ENSG00000177302	ENSGT00530000063430	TOP3A	-0.1636700006	ENSGT00530000063430_ENSG00000177302	0	44	14	motif	0.1917145401	False		0.7135183186	2.63630365826e-08	0	t7711	False
ENSG00000137642	ENSGT00510000046443	SORL1	-0.1636700006	ENSGT00510000046443_ENSG00000137642_Ldl_recept_a	0	49	14	Ldl_recept_a	0.1571147335	True	False	1.3005068705	0.0174141234	1	t117571	False
ENSG00000171603	ENSGT00390000010858	CLSTN1	-0.1636700006	ENSGT00390000010858_ENSG00000171603	0	0	14	motif	0	False	False	1.1257692964	0.8442144501	0	t117571	False
ENSG00000155561	ENSGT00390000004003	NUP205	-0.1636700006	ENSGT00390000004003_ENSG00000155561	0	21	14	motif	0.065643112	True		0.8693268458	0.9999988076	2	t117571	False
ENSG00000132471	ENSGT00530000063718	WBP2	-0.1636700006	ENSGT00530000063718_ENSG00000132471	0	4	14	motif	0.0912599363	False		0.1434015597	0.0896182328	1	t117571	False
ENSG00000154529	ENSGT00760000118991	CNTNAP3B	-0.1636700006	ENSGT00760000118991_ENSG00000154529_Laminin_G_2	0	7	14	Concanavalin	0.2911569516	False	False	NA	NA	3	t7742	True
ENSG00000110066	ENSGT00520000055640	KMT5B	-0.1636700006	ENSGT00520000055640_ENSG00000110066	0	30	14	motif	0.2460428744	False		NA	NA	1	t117571	False
ENSG00000071243	ENSGT00550000074538	ING3	-0.1636700006	ENSGT00550000074538_ENSG00000071243	0	50	14	motif	0.0680301343	False		1.9251880009	0.9936029551	0	t117571	False
ENSG00000138160	ENSGT00910000143992	KIF11	-0.1636700006	ENSGT00910000143992_ENSG00000138160	0	28	14	motif	0.2776922945	True		2.4531779417	0.999996043	0	t117571	False
ENSG00000117266	ENSGT00900000140869	CDK18	-0.1636700006	ENSGT00900000140869_ENSG00000117266	0	13	14	motif	0.2222285439	True		0.3038138249	7.15896735408e-08	0	t117571	False
ENSG00000182704	ENSGT00900000141149	TSKU	-0.1636700006	ENSGT00900000141149_ENSG00000182704_LRR_8	0	25	14	LRR	0.0269183985	False		1.3571416688	0.7297127308	0	t117571	False
ENSG00000125686	ENSGT00660000095569	MED1	-0.1636700006	ENSGT00660000095569_ENSG00000125686	0	58	14	motif	0.251436783	True	False	1.2238007116	0.9999909342	1	t117571	False
ENSG00000166592	ENSGT00860000133672	RRAD	-0.1636700006	ENSGT00860000133672_ENSG00000166592	0	21	14	motif	0.2251973115	False		2.3789648883	0.3107687433	1	t117571	False
ENSG00000171310	ENSGT00760000119214	CHST11	-0.1636700006	ENSGT00760000119214_ENSG00000171310	0	12	14	motif	0.2939723679	False		2.4177809012	0.3983880408	0	t117571	False
ENSG00000117009	ENSGT00390000000747	KMO	-0.1636700006	ENSGT00390000000747_ENSG00000117009	0	16	14	motif	0.1528567793	True		1.0745176088	0.0002616788	0	t117571	False
ENSG00000107104	ENSGT00530000063448	KANK1	-0.1636700006	ENSGT00530000063448_ENSG00000107104_Ank_2	0	0	14	Ank	0	False		NA	NA	0	t117571	False
ENSG00000165209	ENSGT00550000074528	STRBP	-0.1636700006	ENSGT00550000074528_ENSG00000165209	0	12	14	motif	0.0680301343	False	False	3.1878758716	0.9999024213	1	t117571	False
ENSG00000151090	ENSGT00870000136372	THRB	-0.1636700006	ENSGT00870000136372_ENSG00000151090	0	16	14	motif	0.2625320493	False		2.8401476717	0.9945418612	1	t117571	False
ENSG00000162929	ENSGT00390000008178	KIAA1841	-0.1636700006	ENSGT00390000008178_ENSG00000162929	0	16	14	motif	0.1881988401	False	False	-0.8532132414	3.32934655709e-06	0	t117571	False
ENSG00000164292	ENSGT00850000132411	RHOBTB3	-0.1636700006	ENSGT00850000132411_ENSG00000164292	0	32	14	motif	0.1872223422	True		1.5833676458	0.0005337325	0	t117571	False
ENSG00000175073	ENSGT00390000002854	VCPIP1	-0.1636700006	ENSGT00390000002854_ENSG00000175073	0	32	14	motif	0.0941465051	False		3.6322728755	0.9993410183	0	t117571	False
ENSG00000164880	ENSGT00390000015743	INTS1	-0.1636700006	ENSGT00390000015743_ENSG00000164880	0	25	14	motif	0.154273497	False		1.1798368069	0.2241213748	0	t7742	False
ENSG00000198542	ENSGT00760000119064	ITGBL1	-0.1636700006	ENSGT00760000119064_ENSG00000198542_EGF_2	0	93	14	EGF	0.1091031468	False	False	0.2637196013	0.1708778242	0	t117571	False
ENSG00000011454	ENSGT00750000117238	RABGAP1	-0.1636700006	ENSGT00750000117238_ENSG00000011454	0	23	14	motif	0.2675742776	True		2.4767335092	0.9999997998	2	t117571	False
ENSG00000164941	ENSGT00390000007597	INTS8	-0.1636700006	ENSGT00390000007597_ENSG00000164941	0	15	14	motif	0.065643112	False		1.1535331423	0.9899486354	1	t117571	False
ENSG00000143842	ENSGT00760000119274	SOX13	-0.1636700006	ENSGT00760000119274_ENSG00000143842	0	22	14	motif	0.1870828693	True		0.9473182311	0.9640995301	1	t117571	False
ENSG00000126804	ENSGT00850000132316	ZBTB1	-0.1636700006	ENSGT00850000132316_ENSG00000126804_zf-C2H2_4	0	34	14	C2H2-zf	0.2988023158	False	False	3.0244644381	0.9734239636	0	t117571	False
ENSG00000196236	ENSGT00550000074909	XPNPEP3	-0.1636700006	ENSGT00550000074909_ENSG00000196236	0	6	14	motif	0.2078225418	True		-0.08940371	8.88349445352e-06	0	t117571	False
ENSG00000114127	ENSGT00670000098080	XRN1	-0.1636700006	ENSGT00670000098080_ENSG00000114127	0	11	14	motif	0	False		0.5825424898	0.9958375994	0	t117571	False
ENSG00000177034	ENSGT00530000063166	MTX3	-0.1636700006	ENSGT00530000063166_ENSG00000177034	0	3	14	motif	0	False		-1.0278152527	0.1003511171	0	t117571	False
ENSG00000123066	ENSGT00390000013680	MED13L	-0.1636700006	ENSGT00390000013680_ENSG00000123066	0	13	14	motif	0.2078225418	False		4.1844451717	0.9999999987	1	t117571	False
ENSG00000100325	ENSGT00390000018806	ASCC2	-0.1636700006	ENSGT00390000018806_ENSG00000100325	0	30	14	motif	0.3848076443	False		1.3952507754	0.1783849557	0	t7711	False
ENSG00000164684	ENSGT00400000022069	ZNF704	-0.1636700006	ENSGT00400000022069_ENSG00000164684	0	47	14	motif	0.1698415551	False		2.2943834101	0.9726424968	0	t117571	False
ENSG00000164087	ENSGT00810000125363	POC1A	-0.1636700006	ENSGT00810000125363_ENSG00000164087_WD40	0	11	14	Beta_propeller	0.1426804616	False	False	0.9604664778	1.15321673395e-05	0	t117571	False
ENSG00000110717	ENSGT00390000003049	NDUFS8	-0.1636700006	ENSGT00390000003049_ENSG00000110717_Fer4_21	0	2	14	4Fe-4S	0	False		1.4030654488	0.0141745023	3	t33213	False
ENSG00000066455	ENSGT00390000018470	GOLGA5	-0.1636700006	ENSGT00390000018470_ENSG00000066455	0	65	14	motif	0.0792428852	True		-0.2479047805	0.3631338848	1	t117571	False
ENSG00000124615	ENSGT00390000016567	MOCS1	-0.1636700006	ENSGT00390000016567_ENSG00000124615	0	4	14	motif	0.0912599363	False		-1.5108843625	0.0009698341	1	t117571	True
ENSG00000119943	ENSGT00390000011684	PYROXD2	-0.1636700006	ENSGT00390000011684_ENSG00000119943	0	24	14	motif	0.2241135093	True		-1.7080983797	8.99028044955e-08	2	t117571	False
ENSG00000198911	ENSGT00390000017651	SREBF2	-0.1636700006	ENSGT00390000017651_ENSG00000198911	0	4	14	motif	0.0912599363	False	False	0.0766081023	0.9962716013	0	t117571	True
ENSG00000076201	ENSGT00780000121909	PTPN23	-0.1636700006	ENSGT00780000121909_ENSG00000076201	0	13	14	motif	0.3137858162	True		0.0183989284	0.6475967811	2	t117571	False
ENSG00000108592	ENSGT00550000075004	FTSJ3	-0.1636700006	ENSGT00550000075004_ENSG00000108592	0	16	14	motif	0.2251973115	True		-0.6378408218	0.484157752	1	t117571	False
ENSG00000116991	ENSGT00760000119182	SIPA1L2	-0.1636700006	ENSGT00760000119182_ENSG00000116991	0	39	14	motif	0.3130791892	False	False	0.5252152493	0.9992197057	0	t7711	False
ENSG00000109819	ENSGT00530000063196	PPARGC1A	-0.1636700006	ENSGT00530000063196_ENSG00000109819	0	13	14	motif	0.0912599363	False		0.4835211507	0.9996606287	0	t117571	False
ENSG00000182372	ENSGT00390000001315	CLN8	-0.1636700006	ENSGT00390000001315_ENSG00000182372	0	8	14	motif	0.2396359922	True		-1.1657198232	0.0007470733	2	t117571	False
ENSG00000159086	ENSGT00390000000455	PAXBP1	-0.1636700006	ENSGT00390000000455_ENSG00000159086	0	16	14	motif	0.0912599363	False		2.9766368768	0.9999704264	0	t117571	False
ENSG00000163697	ENSGT00390000000002	APBB2	-0.1636700006	ENSGT00390000000002_ENSG00000163697	0	9	14	motif	0.2078225418	False		1.9001485503	0.0398888659	1	t117571	False
ENSG00000145996	ENSGT00530000063447	CDKAL1	-0.1636700006	ENSGT00530000063447_ENSG00000145996	0	18	14	motif	0.1528567793	True		1.0193724028	0.5776504808	1	t33213	False
ENSG00000151835	ENSGT00390000016695	SACS	-0.1636700006	ENSGT00390000016695_ENSG00000151835	0	13	14	motif	0.276658686	True		-1.4925957003	6.14629478876e-12	2	t117571	False
ENSG00000026652	ENSGT00890000139404	AGPAT4	-0.1636700006	ENSGT00890000139404_ENSG00000026652	0	26	14	motif	0.1270977819	True		2.6102261731	0.6744999518	1	t117571	False
ENSG00000070501	ENSGT00530000063002	POLB	-0.1636700006	ENSGT00530000063002_ENSG00000070501	0	37	14	motif	0.1642527704	True		1.9427551689	0.0001571637	0	t117571	False
ENSG00000164532	ENSGT00760000118897	TBX20	-0.1636700006	ENSGT00760000118897_ENSG00000164532	0	41	14	motif	0.1813317447	False		2.1028217255	0.3370458184	0	t117571	True
ENSG00000165309	ENSGT00730000110852	ARMC3	-0.1636700006	ENSGT00730000110852_ENSG00000165309_Arm	0	16	14	TPR	0.0334467847	True	True	-0.6539974372	4.53373054751e-08	0	t117571	False
ENSG00000185010	ENSGT00910000143988	F8	-0.1636700006	ENSGT00910000143988_ENSG00000185010_Cu-oxidase_3	0	1	14	CU_oxidase	0.0912599363	False		1.592354978	0.9999998116	0	t7711	True
ENSG00000003756	ENSGT00510000046476	RBM5	-0.1636700006	ENSGT00510000046476_ENSG00000003756	0	8	14	motif	0.1385799032	True	False	4.2878979534	0.9999994698	1	t117571	False
ENSG00000120697	ENSGT00550000074941	ALG5	-0.1636700006	ENSGT00550000074941_ENSG00000120697	0	7	14	motif	0.0912599363	False		0.8216252956	0.0034299746	0	t117571	False
ENSG00000115159	ENSGT00390000001718	GPD2	-0.1636700006	ENSGT00390000001718_ENSG00000115159	0	16	14	motif	0.0941465051	False		0.5615481673	0.0001007748	1	t117571	True
ENSG00000075856	ENSGT00900000141107	SART3	-0.1636700006	ENSGT00900000141107_ENSG00000075856	0	10	14	motif	0.0941465051	True	False	0.5817493343	0.9917093848	1	t117571	False
ENSG00000178467	ENSGT00390000014570	P4HTM	-0.1636700006	ENSGT00390000014570_ENSG00000178467	0	4	14	motif	0.1645672661	False		2.3105682243	0.0232749358	0	t117571	False
ENSG00000152240	ENSGT00390000006029	HAUS1	-0.1636700006	ENSGT00390000006029_ENSG00000152240	0	11	14	motif	0	True		-0.5774290321	0.0002967427	0	t117571	False
ENSG00000161996	ENSGT00910000144186	WDR90	-0.1636700006	ENSGT00910000144186_ENSG00000161996_WD40	0	107	14	Beta_propeller	0.1761909024	False	False	-0.8327004536	4.01805540498e-46	1	t117571	False
ENSG00000140943	ENSGT00490000043404	MBTPS1	-0.1636700006	ENSGT00490000043404_ENSG00000140943	0	17	14	motif	0.0912599363	False		-2.0430738149	0.1317494754	2	t117571	False
ENSG00000125912	ENSGT00500000044945	NCLN	-0.1636700006	ENSGT00500000044945_ENSG00000125912	0	43	14	motif	0.1100487467	True		2.2285151629	0.5094743383	0	t117571	False
ENSG00000163873	ENSGT00910000143978	GRIK3	-0.1636700006	ENSGT00910000143978_ENSG00000163873	0	6	14	motif	0	False		3.8536735979	0.9999801702	0	t117571	False
ENSG00000177054	ENSGT00530000063074	ZDHHC13	-0.1636700006	ENSGT00530000063074_ENSG00000177054_Ank_2	0	6	14	Ank	0	False	False	-1.3568779255	2.55026685458e-14	0	t117571	False
ENSG00000124067	ENSGT00760000119053	SLC12A4	-0.1636700006	ENSGT00760000119053_ENSG00000124067	0	9	14	motif	0.0680301343	False		1.8101825301	1.82559229552e-07	0	t117571	False
ENSG00000122986	ENSGT00530000063670	HVCN1	-0.1636700006	ENSGT00530000063670_ENSG00000122986	0	0	14	motif	0.0870152881	True		1.5590862869	0.7504906784	0	t117571	False
ENSG00000277666	ENSGT00760000119145	AC136352.3	-0.1636700006	ENSGT00760000119145_ENSG00000277666	0	20	14	motif	0.1727184535	False		NA	NA	2	t117571	False
ENSG00000105088	ENSGT00760000119005	OLFM2	-0.1636700006	ENSGT00760000119005_ENSG00000105088	0	6	14	motif	0.1645672661	False		3.0201222111	0.9645920211	2	t117571	False
ENSG00000159082	ENSGT00760000119075	SYNJ1	-0.1636700006	ENSGT00760000119075_ENSG00000159082	0	19	14	motif	0.142624964	False		1.6774139298	0.2142951463	1	t117571	False
ENSG00000092421	ENSGT00760000119134	SEMA6A	-0.1636700006	ENSGT00760000119134_ENSG00000092421	0	20	14	motif	0.2051031635	False		0.3743764861	0.9995465366	2	t117571	False
ENSG00000134684	ENSGT00790000123100	YARS	-0.1636700006	ENSGT00790000123100_ENSG00000134684	0	15	14	motif	0.1870828693	True		1.1466212485	0.0003085538	0	t7742	False
ENSG00000070495	ENSGT00530000063579	JMJD6	-0.1636700006	ENSGT00530000063579_ENSG00000070495	0	5	14	motif	0.2396359922	True		2.138368159	0.821640918	0	t117571	False
ENSG00000021574	ENSGT00570000078874	SPAST	-0.1636700006	ENSGT00570000078874_ENSG00000021574	0	2	14	motif	0.0680301343	False		1.5873093504	0.9970747126	0	t117571	False
ENSG00000008311	ENSGT00390000013249	AASS	-0.1636700006	ENSGT00390000013249_ENSG00000008311	0	13	14	motif	0.0680301343	False		-0.2083605656	1.35531507533e-06	0	t117571	False
ENSG00000167291	ENSGT00550000074386	TBC1D16	-0.1636700006	ENSGT00550000074386_ENSG00000167291	0	46	14	motif	0.1537667419	False		0.3202498203	0.0061982566	1	t117571	False
ENSG00000010292	ENSGT00390000017108	NCAPD2	-0.1636700006	ENSGT00390000017108_ENSG00000010292	0	40	14	motif	0.2291322776	True		0.3047992614	5.92581370196e-08	0	t117571	False
ENSG00000180900	ENSGT00840000129686	SCRIB	-0.1636700006	ENSGT00840000129686_ENSG00000180900_PDZ	0	39	14	PDZ-like	0.2294983549	False	False	-0.7805886545	0.9132731806	1	t117571	False
ENSG00000275700	ENSGT00390000000288	AATF	-0.1636700006	ENSGT00390000000288_ENSG00000275700	0	15	14	motif	0.0994439581	False		-0.4288941456	1.62332337375e-07	0	t117571	False
ENSG00000169251	ENSGT00390000005104	NMD3	-0.1636700006	ENSGT00390000005104_ENSG00000169251	0	21	14	motif	0.1529260213	False		-0.7523335486	4.42261916547e-05	1	t117571	True
ENSG00000100151	ENSGT00440000033690	PICK1	-0.1636700006	ENSGT00440000033690_ENSG00000100151	0	8	14	motif	0.1645672661	False		2.9661232786	0.5550692055	1	t117571	False
ENSG00000092871	ENSGT00390000012719	RFFL	-0.1636700006	ENSGT00390000012719_ENSG00000092871_Armet	0	8	14	Armet	0.2614881802	False		0.7334609622	0.3792222053	2	t117571	False
ENSG00000110619	ENSGT00390000006347	CARS	-0.1636700006	ENSGT00390000006347_ENSG00000110619	0	29	14	motif	0.2051031635	True		0.7454890184	2.96288607599e-06	0	t7711	False
ENSG00000159921	ENSGT00390000017246	GNE	-0.1636700006	ENSGT00390000017246_ENSG00000159921	0	5	14	motif	0.0912599363	False		2.4410179826	4.85673826932e-07	0	t117571	False
ENSG00000163629	ENSGT00920000148995	PTPN13	-0.1636700006	ENSGT00920000148995_ENSG00000163629_PDZ	0	9	14	PDZ-like	0.2626206592	False	False	-2.993670095	5.05692716524e-10	0	t117571	False
ENSG00000157680	ENSGT00760000119050	DGKI	-0.1636700006	ENSGT00760000119050_ENSG00000157680	0	1	14	motif	0.0912599363	False	False	3.5974408034	0.7380161718	0	t117571	False
ENSG00000266412	ENSGT00390000008403	NCOA4	-0.1636700006	ENSGT00390000008403_ENSG00000266412_ARA70	0	84	14	ARA70	0.2916085907	False		-0.4994540286	0.0085658059	0	t117571	False
ENSG00000142208	ENSGT00920000148938	AKT1	-0.1636700006	ENSGT00920000148938_ENSG00000142208	0	40	14	motif	0.238308341	False		4.0275708356	0.9802065871	2	t117571	False
ENSG00000179520	ENSGT00760000119079	SLC17A8	-0.1636700006	ENSGT00760000119079_ENSG00000179520	0	7	14	motif	0.0870152881	False		-0.1578857068	0.0449262501	0	t117571	False
ENSG00000075239	ENSGT00390000009412	ACAT1	-0.1636700006	ENSGT00390000009412_ENSG00000075239	0	7	14	motif	0.1385799032	False		-0.1088467701	0.0015995156	1	t117571	False
ENSG00000107438	ENSGT00590000082980	PDLIM1	-0.1636700006	ENSGT00590000082980_ENSG00000107438	0	13	14	motif	0	False		0.1951754656	1.38008290256e-05	2	t117571	False
ENSG00000137177	ENSGT00890000139327	KIF13A	-0.1636700006	ENSGT00890000139327_ENSG00000137177	0	7	14	motif	0.0680301343	False		0.9132877209	0.9999585058	0	t117571	False
ENSG00000006715	ENSGT00390000000481	VPS41	-0.1636700006	ENSGT00390000000481_ENSG00000006715	0	6	14	motif	0	False		1.0141022441	1.16349819146e-08	1	t117571	False
ENSG00000127995	ENSGT00390000004037	CASD1	-0.1636700006	ENSGT00390000004037_ENSG00000127995	0	4	14	motif	0.0912599363	False		1.535859939	0.0367943379	1	t117571	False
ENSG00000018189	ENSGT00550000074558	RUFY3	-0.1636700006	ENSGT00550000074558_ENSG00000018189	0	16	14	motif	0.1700753358	False		1.6457702641	0.9809763787	1	t117571	True
ENSG00000167513	ENSGT00390000012337	CDT1	-0.1636700006	ENSGT00390000012337_ENSG00000167513	0	5	14	motif	0.1884768004	False		-1.7034602353	7.76436067319e-09	0	t117571	False
ENSG00000099250	ENSGT00910000143988	NRP1	-0.1636700006	ENSGT00910000143988_ENSG00000099250	0	72	14	motif	0.0820412654	False		0.7324448634	0.9960359531	0	t117571	False
ENSG00000083290	ENSGT00910000144033	ULK2	-0.1636700006	ENSGT00910000144033_ENSG00000083290	0	8	14	motif	0	False		0.6147634354	1.3004e-05	0	t117571	False
ENSG00000117593	ENSGT00550000074971	DARS2	-0.1636700006	ENSGT00550000074971_ENSG00000117593	0	35	14	motif	0.2241135093	True		0.5557695099	4.40767877929e-09	1	t117571	False
ENSG00000206561	ENSGT00820000126981	COLQ	-0.1636700006	ENSGT00820000126981_ENSG00000206561	0	80	14	motif	0.1777254311	False	False	-0.5201536289	1.4251731986e-07	0	t117571	False
ENSG00000170266	ENSGT00390000006586	GLB1	-0.1636700006	ENSGT00390000006586_ENSG00000170266	0	2	14	motif	0.1093883539	True		0.5840041203	4.86457143252e-08	0	t117571	False
ENSG00000132631	ENSGT00530000062928	SCP2D1	-0.1636700006	ENSGT00530000062928_ENSG00000132631	0	14	14	motif	0	False		-0.4077647146	0.0315534483	1	t117571	False
ENSG00000140521	ENSGT00390000000453	POLG	-0.1636700006	ENSGT00390000000453_ENSG00000140521	0	19	14	motif	0.1645672661	False		-0.1595827804	4.1245e-05	3	t117571	False
ENSG00000130695	ENSGT00620000087993	CEP85	-0.1636700006	ENSGT00620000087993_ENSG00000130695	0	27	14	motif	0.3019036822	True		-0.9381227971	0.0058512688	0	t117571	False
ENSG00000084693	ENSGT00550000074405	AGBL5	-0.1636700006	ENSGT00550000074405_ENSG00000084693	0	5	14	motif	0.1645672661	True		1.7514007775	0.0206948513	0	t117571	False
ENSG00000020922	ENSGT00390000017288	MRE11	-0.1636700006	ENSGT00390000017288_ENSG00000020922	0	32	14	motif	0.1938519616	True		NA	NA	0	t117571	False
ENSG00000196811	ENSGT00910000144023	CHRNG	-0.1636700006	ENSGT00910000144023_ENSG00000196811	0	11	14	motif	0.2251973115	False		-0.3193962351	1.12925757683e-09	1	t117571	False
ENSG00000141576	ENSGT00390000009925	RNF157	-0.1636700006	ENSGT00390000009925_ENSG00000141576	0	6	14	motif	0	False		-0.2577168249	0.0001080225	0	t117571	True
ENSG00000101310	ENSGT00390000006916	SEC23B	-0.1636700006	ENSGT00390000006916_ENSG00000101310	0	20	14	motif	0	True		0.0147763205	6.8592869581e-14	2	t117571	False
ENSG00000082213	ENSGT00390000001801	C5orf22	-0.1636700006	ENSGT00390000001801_ENSG00000082213	0	33	14	motif	0	True		-0.4858766066	0.1695653634	0	t117571	False
ENSG00000115361	ENSGT00760000119007	ACADL	-0.1636700006	ENSGT00760000119007_ENSG00000115361	0	6	14	motif	0	True		0.3956072966	3.59179825695e-08	0	t117571	False
ENSG00000072682	ENSGT00390000018885	P4HA2	-0.1636700006	ENSGT00390000018885_ENSG00000072682	0	16	14	motif	0.2396359922	False		0.5069235362	6.46128411075e-05	0	t117571	False
ENSG00000097021	ENSGT00760000119297	ACOT7	-0.1636700006	ENSGT00760000119297_ENSG00000097021	0	23	14	motif	0.2264554068	False	False	2.6927068764	0.3815179018	0	t117571	False
ENSG00000114416	ENSGT00390000017033	FXR1	-0.1636700006	ENSGT00390000017033_ENSG00000114416_FXMRP1_C_core	0	26	14	FXMRP1_C_core	0.1604499817	False		3.4898368601	0.9999921976	0	t117571	True
ENSG00000188906	ENSGT00910000144054	LRRK2	-0.1636700006	ENSGT00910000144054_ENSG00000188906_LRR_8	0	36	14	LRR	0.0331120123	True	False	-0.3595094488	7.55650416331e-14	3	t117571	False
ENSG00000166170	ENSGT00530000063256	BAG5	-0.1636700006	ENSGT00530000063256_ENSG00000166170_BAG	0	1	14	BAG	0.0542269186	False	False	0.3309452523	0.043218188	0	t117571	False
ENSG00000145740	ENSGT00630000089781	SLC30A5	-0.1636700006	ENSGT00630000089781_ENSG00000145740	0	3	14	motif	0	False		1.5308942485	0.2305122317	2	t117571	False
ENSG00000123684	ENSGT00390000012157	LPGAT1	-0.1636700006	ENSGT00390000012157_ENSG00000123684	0	5	14	motif	0	False		2.0259219287	0.9675474813	0	t117571	False
ENSG00000132321	ENSGT00570000078874	IQCA1	-0.1636700006	ENSGT00570000078874_ENSG00000132321	0	21	14	motif	0.3020380024	False		-0.9912265841	0.0013811706	4	t117571	True
ENSG00000151748	ENSGT00650000092997	SAV1	-0.1636700006	ENSGT00650000092997_ENSG00000151748	0	14	14	motif	0.1385799032	False		0.5601925899	0.7772303674	0	t117571	True
ENSG00000141627	ENSGT00390000008772	DYM	-0.1636700006	ENSGT00390000008772_ENSG00000141627_Hid1	0	27	14	Golgi_traff	0.1824217693	False		-0.9515926177	5.18111501131e-09	0	t117571	False
ENSG00000164099	ENSGT00900000140803	PRSS12	-0.1636700006	ENSGT00900000140803_ENSG00000164099_SRCR	0	20	14	SRCR	0.0680301343	False	False	1.045838511	4.55000945509e-18	0	t117571	False
ENSG00000154928	ENSGT00760000118975	EPHB1	-0.1636700006	ENSGT00760000118975_ENSG00000154928_fn3	0	12	14	E-set	0.2396359922	False		2.4439510728	0.998398641	2	t117571	False
